ID Pocket_Score drug_score tSASA pSASA aSASA volume nb_asph apol_asph_proportion mean_asph_radius as_density mean_asph_solv_acc mean_loc_hyd_dens flex hydrophobicity_score volume_score charge_score polarity_score n_abpa COM_minus_asphr_max ala cys asp glu phe gly his ile lys leu met asn pro gln arg ser thr val trp tyr
610 -0.0028 0.0067 106.028 58.930 47.097 365.6594 25 0.4800 4.2959 3.0173 0.5666 11.0000 0.2006 25.2500 4.0000 -2 7 5 8.787 0 0 1 2 0 1 0 2 0 1 1 0 0 1 0 1 0 1 1 0
611 -0.0335 0.5076 476.343 175.644 300.699 1728.8291 195 0.6256 4.0684 10.0010 0.5264 58.7049 0.2916 16.2857 4.3929 -1 18 18 25.838 3 5 1 3 0 1 3 1 0 0 2 0 0 3 0 2 1 0 2 1
612 0.2265 0.6706 190.661 77.322 113.339 706.9480 83 0.3976 3.8787 5.5082 0.4433 29.5152 0.3920 9.2400 3.0800 -3 12 14 13.970 2 0 2 3 1 1 2 5 1 0 2 1 2 0 0 2 0 0 0 1
613 0.2366 0.7610 170.443 63.460 106.984 570.9566 80 0.4375 3.9327 4.6524 0.4596 33.8286 0.5505 10.8261 3.4783 -1 12 13 12.780 3 0 2 3 1 1 1 2 0 0 2 3 2 0 0 2 0 0 0 1
614 -0.0517 0.8473 415.120 161.538 253.582 1564.4045 165 0.4788 4.0133 9.2343 0.4582 41.1139 0.4324 26.0698 3.5814 -1 16 23 26.423 2 0 1 4 1 1 2 8 1 2 5 4 3 2 0 3 0 0 0 4
615 0.0337 0.0009 129.822 79.102 50.720 335.5449 43 0.1395 3.8228 3.2680 0.5002 5.0000 0.4489 -1.0000 4.1818 -1 9 12 9.587 0 2 0 2 0 1 1 1 0 0 1 0 0 0 0 1 1 0 1 0
616 0.1621 0.8694 197.946 63.504 134.443 597.2946 60 0.7333 3.9835 5.1328 0.4469 36.5000 0.5364 14.9412 3.4706 -2 4 9 13.873 0 0 0 1 2 0 1 1 0 0 2 0 0 1 5 0 2 0 0 2
617 0.2341 0.1034 175.063 69.999 105.064 652.2598 56 0.6607 3.9541 4.8271 0.4455 34.0000 0.1155 25.4706 3.6471 -2 7 7 10.619 1 1 1 2 0 0 1 3 0 0 3 0 1 0 0 1 0 0 1 2
618 -0.0557 0.0614 371.713 164.575 207.138 1254.5891 153 0.3464 3.9805 7.8417 0.4325 29.1321 0.4361 27.2821 4.1026 -1 20 26 18.296 2 2 2 2 0 1 4 4 1 2 4 2 1 3 0 1 3 0 2 3
619 0.3358 0.4170 229.709 90.357 139.352 978.7249 156 0.4487 3.9369 7.0422 0.4487 36.9143 0.3152 21.2500 4.1111 0 20 18 16.814 2 3 2 2 0 0 4 4 1 0 3 2 1 3 0 1 3 0 2 3
620 0.3193 0.9894 525.613 157.208 368.406 2048.7983 227 0.6035 3.9729 12.5810 0.4807 53.1241 0.3228 25.7885 4.0000 2 29 30 33.595 0 1 3 2 1 6 2 1 4 3 4 1 0 3 3 4 4 0 2 8
621 0.0616 0.0279 461.637 173.014 288.623 1942.7936 190 0.3947 4.0868 9.4548 0.5141 30.2667 0.5101 25.9070 3.6512 -2 13 16 22.534 2 2 0 6 0 0 0 8 0 5 4 2 2 2 3 0 3 0 0 4
622 0.3908 0.7751 142.973 24.666 118.307 646.9276 87 0.8161 3.9841 5.0921 0.5357 61.8873 0.3026 63.6364 4.8182 1 6 5 11.200 0 1 1 0 1 1 0 1 0 0 6 0 4 2 0 0 1 1 1 2
623 0.3240 0.7416 124.504 40.782 83.722 387.2376 53 0.8113 3.9081 4.2235 0.4776 39.0233 0.4853 43.7857 4.2857 -1 5 6 10.045 1 0 1 2 1 0 0 0 0 1 2 1 0 1 0 0 0 0 1 3
624 0.1221 0.7690 318.700 91.428 227.272 1056.6791 159 0.7233 3.8947 8.5818 0.4238 53.1652 0.3101 58.3333 4.2667 1 7 9 19.829 1 0 0 1 0 0 1 3 2 5 7 1 2 1 0 0 1 0 1 4
625 0.0748 0.5763 199.349 81.001 118.348 756.1967 61 0.6393 4.1398 4.8257 0.5473 33.8974 0.2810 38.3333 4.2000 0 9 10 14.006 4 0 0 0 0 2 1 0 1 0 1 0 1 0 0 0 2 2 1 0
626 0.1591 0.4751 159.487 39.932 119.555 568.2336 61 0.5246 4.0539 4.7966 0.5241 28.7500 0.2631 38.3333 4.2000 0 9 5 10.700 4 0 0 0 0 2 1 0 1 0 1 0 1 0 0 0 2 2 1 0
627 0.2503 0.1243 257.757 95.935 161.822 981.6283 89 0.4607 4.0016 7.2786 0.5461 32.1463 0.2403 28.0000 4.0000 1 13 10 17.148 3 0 0 0 0 2 1 1 1 0 1 1 1 0 0 1 4 2 1 0
628 0.1225 0.7587 218.420 72.297 146.123 803.6722 86 0.5233 4.0478 5.7595 0.5281 34.1778 0.1629 30.6471 4.2941 0 11 8 17.915 4 0 0 0 0 2 2 0 1 0 1 1 1 0 0 0 2 2 1 0
629 0.0667 0.4531 192.106 79.797 112.309 576.6459 59 0.5932 4.0886 4.9060 0.4638 30.9143 0.5455 23.2778 3.8889 -2 7 7 13.097 3 0 1 1 0 0 3 1 0 0 4 2 0 1 1 0 0 0 0 1
630 -0.1658 0.8160 291.953 132.962 158.991 1024.4371 122 0.4590 3.9593 6.7331 0.4698 46.1071 0.3523 29.4074 4.4074 0 14 19 17.225 2 0 1 3 0 0 1 0 0 4 1 4 2 1 1 1 2 1 1 2
631 -0.0756 0.7762 364.036 152.226 211.810 1211.9033 132 0.6061 4.0100 7.6026 0.4782 50.4000 0.4524 26.0000 4.2500 1 17 18 18.770 3 0 2 3 0 1 1 1 1 4 0 4 2 3 1 1 2 1 1 1
632 0.2870 0.3107 165.343 63.902 101.441 575.0281 63 0.3810 4.0643 5.1128 0.5027 22.8333 0.2398 40.2105 4.7368 -1 12 12 13.235 0 1 1 0 0 0 2 1 0 0 2 0 1 3 0 4 0 2 2 0
633 0.2889 0.6088 169.219 60.533 108.687 678.5206 77 0.3766 4.1580 5.2487 0.5283 27.5172 0.2228 40.2105 4.7368 -1 12 9 14.496 0 1 1 0 0 0 2 1 0 0 2 0 1 3 0 4 0 2 2 0
634 0.1575 0.9683 345.150 121.739 223.411 1128.6787 148 0.6149 3.8697 9.0588 0.4605 44.1758 0.4964 37.8824 4.0000 2 12 17 26.383 4 3 1 2 0 0 1 4 1 2 7 1 1 1 0 1 1 0 1 3
635 0.2833 0.3018 128.272 27.880 100.391 400.7839 46 0.5870 3.9590 3.8340 0.4638 25.5556 0.0785 46.6429 4.6429 -1 5 4 9.482 0 0 1 1 1 1 0 0 0 1 2 0 2 1 1 0 0 0 2 1
636 0.2104 0.5216 221.577 79.731 141.847 828.1462 110 0.6545 4.0113 5.9690 0.4674 63.6111 0.2553 17.5000 4.2917 2 12 12 16.269 3 4 2 3 0 0 0 2 0 1 2 1 2 0 1 0 0 0 2 1
637 0.2937 0.9107 191.243 64.442 126.801 728.4026 130 0.5385 3.8660 5.7073 0.4582 58.2286 0.1932 30.0690 4.2759 -1 16 15 13.036 0 0 1 1 0 1 1 6 1 0 1 0 1 3 2 2 1 3 5 0
638 0.1310 0.0001 92.391 54.954 37.436 327.0833 27 0.0370 4.0379 2.7599 0.5045 0.0000 0.4173 37.9091 4.8182 -1 8 7 6.989 1 0 0 0 0 0 2 1 1 0 1 0 0 0 0 0 1 2 2 0
639 -0.0611 0.7808 359.967 158.788 201.179 1234.2856 165 0.5333 3.9354 7.5744 0.4249 55.0909 0.3339 29.8485 4.1515 3 13 13 21.014 2 3 1 1 2 0 3 4 1 1 4 3 1 3 0 1 0 0 0 3
640 -0.1099 0.7471 460.917 134.065 326.851 1718.2716 218 0.5550 3.9004 8.7148 0.4461 65.6198 0.4679 42.0789 4.6053 0 16 14 22.227 1 2 0 0 1 1 5 1 1 5 6 2 3 3 1 3 0 0 2 1
641 0.2863 0.5101 161.752 60.312 101.441 595.0226 68 0.7647 3.9954 4.8618 0.4985 45.1154 0.4350 31.2000 4.6667 -1 7 12 10.160 2 2 0 0 0 0 3 1 0 1 2 0 0 1 1 0 0 1 1 0
642 0.3722 0.0014 66.120 41.809 24.311 266.2740 45 0.1556 3.9293 2.2677 0.5002 6.0000 0.1505 15.9167 2.8333 -1 6 7 6.532 0 0 0 1 2 1 0 3 0 0 0 0 0 0 0 3 0 1 0 1
643 0.0479 0.0002 87.133 56.942 30.191 261.5158 30 0.1333 3.7389 3.0828 0.5228 3.0000 0.4612 4.9167 3.7500 -1 11 8 6.563 0 1 1 1 0 0 1 0 0 0 0 0 0 1 0 3 3 0 1 0
644 0.0555 0.0088 94.407 29.195 65.212 338.8118 16 0.5625 4.1318 3.7075 0.6994 8.0000 0.3370 2.6250 3.8750 0 6 2 7.770 0 0 1 1 0 1 0 0 1 0 0 0 0 0 1 0 1 0 1 1
645 0.1931 0.3016 203.549 83.994 119.555 762.2101 76 0.6711 4.0454 5.5317 0.4351 43.7647 0.3030 25.8095 4.2857 -2 9 4 14.178 1 1 1 2 0 0 3 1 0 2 4 2 0 1 1 0 0 0 0 2
646 0.0586 0.0001 75.257 68.011 7.246 185.0350 19 0.0000 3.8400 2.5060 0.4512 0.0000 0.4352 -12.5833 4.0000 1 11 9 6.500 0 2 2 2 0 0 1 1 2 0 0 0 0 0 0 1 0 0 1 0
647 0.0403 0.7271 265.085 74.617 190.468 723.0607 67 0.4776 3.8790 6.1600 0.4147 24.4375 0.1557 32.2500 4.6500 -2 9 10 13.382 0 0 1 3 1 1 0 0 0 1 2 1 3 1 2 0 0 1 2 1
648 0.1147 0.6545 253.316 68.232 185.084 838.3518 74 0.5270 3.9486 6.1236 0.4461 31.5385 0.3649 32.7895 4.7368 0 8 9 14.069 0 1 1 2 1 1 0 0 0 1 2 1 3 1 2 0 0 1 1 1
649 -0.0153 0.6345 289.791 86.513 203.277 885.0048 82 0.5244 3.9721 6.2257 0.4495 34.7907 0.3429 30.0476 4.7619 -1 10 12 14.230 0 1 1 3 1 1 0 0 0 1 2 1 3 1 2 0 0 1 2 1
650 -0.3475 0.3514 534.931 178.681 356.250 1875.2834 206 0.5825 4.0540 9.2185 0.4589 54.3667 0.2791 41.1316 4.0263 4 12 15 28.480 3 3 0 1 0 0 1 5 2 6 5 1 2 1 1 2 1 0 1 3
651 0.3460 0.8038 131.733 29.084 102.648 396.3288 67 0.5373 3.9808 4.4917 0.4705 29.8333 0.0000 49.7333 4.0667 -1 4 7 10.349 2 0 0 1 0 0 1 1 0 1 5 1 0 1 0 0 1 0 0 1
652 0.3589 0.0039 85.641 44.107 41.534 302.6370 46 0.1522 3.9223 2.7596 0.4879 6.0000 0.2193 15.9167 2.8333 -1 6 10 6.512 0 0 0 1 2 1 0 3 0 0 0 0 0 0 0 3 0 1 0 1
653 0.2589 0.0152 108.964 51.651 57.313 333.9301 45 0.2000 3.8822 2.6414 0.4990 8.0000 0.4098 15.9167 2.8333 -1 6 10 6.691 0 0 0 1 2 1 0 3 0 0 0 0 0 0 0 3 0 1 0 1
654 0.1643 0.0420 58.747 12.858 45.890 146.6131 16 0.5625 3.7293 2.1641 0.5697 8.0000 0.2504 37.2857 3.5714 1 3 3 5.042 2 0 0 0 0 0 0 0 0 0 2 1 0 0 0 1 1 0 0 0
655 0.2500 0.6796 187.122 65.647 121.475 775.6442 68 0.6912 4.0000 5.9411 0.4402 42.8936 0.2469 35.4500 4.4000 -1 8 7 16.290 1 1 1 2 1 0 1 0 0 1 2 1 1 2 1 0 1 0 1 3
656 0.1010 0.2632 250.202 125.816 124.386 725.2858 111 0.3604 3.9371 6.2428 0.4840 29.1500 0.6755 7.5500 4.8000 5 15 10 17.802 2 3 1 0 0 1 2 1 1 0 0 3 0 1 1 1 0 1 2 0
657 -0.0090 0.0054 95.688 26.853 68.835 308.0947 37 0.3243 3.8163 2.9293 0.4579 10.8333 0.2611 22.2222 4.6667 0 5 5 8.827 0 0 0 0 0 1 1 1 0 0 0 1 1 0 1 0 0 1 1 1
658 0.2759 0.4825 180.182 68.684 111.498 665.0083 47 0.7021 4.0364 5.4320 0.4531 30.0000 0.6270 33.2941 4.2941 0 7 4 12.287 1 1 1 2 1 0 0 0 0 1 2 1 0 1 1 0 1 0 1 3
659 0.1975 0.8893 407.608 136.960 270.647 1318.1804 164 0.6890 3.8930 9.7092 0.4490 47.5929 0.0233 43.3333 4.1282 3 13 17 26.776 2 1 2 1 4 0 2 3 2 5 5 3 0 2 0 1 0 1 0 5
660 0.3359 0.6254 106.934 37.545 69.389 261.2296 48 0.5417 3.7694 3.4066 0.4281 25.0000 0.2608 6.6364 3.3636 -2 4 8 7.701 0 0 0 1 2 0 1 0 0 0 1 0 0 0 3 0 2 0 0 1
661 0.0852 0.9114 237.818 76.649 161.169 659.9802 68 0.5735 3.8057 5.7845 0.4418 28.4103 0.4119 -4.4444 3.5556 0 7 11 16.832 0 2 0 1 2 0 1 1 0 0 1 0 0 0 6 0 3 0 0 1
662 0.2432 0.3785 163.499 69.304 94.195 591.3733 80 0.5000 3.8748 4.5951 0.4533 37.9500 0.3569 23.0476 4.0476 2 10 7 10.982 2 2 1 1 0 0 1 3 1 2 0 1 0 1 1 1 0 1 1 2
663 0.1916 0.5053 117.975 43.102 74.873 393.6054 56 0.6429 3.7965 3.4160 0.4220 34.8333 0.3963 16.6000 4.2667 1 9 9 10.098 0 2 1 1 0 0 1 2 1 2 0 0 0 0 1 1 0 1 1 1
664 -0.0088 0.5452 163.982 40.804 123.178 501.0935 37 0.7027 3.8983 4.9881 0.4468 24.2308 0.3175 40.0000 3.5000 -1 4 3 12.808 1 0 1 1 0 0 0 3 0 2 0 0 0 1 0 0 1 0 1 3
665 0.0772 0.6152 159.700 46.183 113.517 508.9005 35 0.6571 3.9477 5.1172 0.4650 22.0000 0.2634 37.2308 3.4615 -1 4 4 12.642 1 0 1 1 0 0 0 3 0 2 0 0 0 1 0 0 1 0 1 2
666 0.0891 0.6084 162.156 36.562 125.593 505.5537 52 0.5769 3.8631 4.7512 0.4433 29.0000 0.3135 40.3571 3.7143 0 4 6 11.470 1 0 0 1 0 0 0 3 0 2 0 1 0 1 0 0 1 0 1 3
667 0.0987 0.2757 288.762 116.072 172.691 1112.8550 99 0.5455 4.0456 7.4234 0.4743 45.3333 0.4167 14.3333 3.6296 -4 14 10 19.559 1 1 1 4 0 0 3 4 0 2 4 2 0 1 0 3 0 0 0 1
668 -0.3482 0.6664 706.364 191.915 514.450 2361.8669 238 0.5210 4.0146 12.5915 0.4598 40.1290 0.3518 25.5800 3.5600 -5 17 25 35.155 8 1 0 6 1 0 2 7 0 3 3 2 1 3 3 2 1 1 2 4
669 0.2951 0.5784 171.005 63.526 107.479 636.7432 68 0.6471 3.9137 5.3053 0.5017 36.6364 0.3784 36.8235 4.4706 0 7 8 11.584 1 2 0 0 0 0 2 2 0 1 3 0 0 1 1 1 0 1 1 1
670 0.2003 0.5577 444.062 163.813 280.249 1793.9028 179 0.6034 4.0229 10.2645 0.5315 58.8704 0.1987 30.6190 4.0476 0 17 14 28.365 3 4 1 4 3 0 3 3 1 4 5 2 0 2 0 2 0 0 0 5
671 0.3490 0.4169 181.405 108.948 72.458 584.2546 85 0.3529 3.8769 6.2202 0.4644 23.8000 0.0192 15.7500 4.2083 4 18 10 14.755 1 2 3 0 0 1 1 1 2 1 0 1 0 1 1 3 2 2 1 1
672 0.1121 0.9533 239.892 53.839 186.054 808.4658 99 0.8788 3.9967 5.7669 0.4479 70.5057 0.6508 31.9565 4.3043 -1 9 12 15.810 1 1 1 2 0 0 2 3 0 0 3 2 2 3 0 0 0 0 1 2
673 0.2050 0.0005 79.937 29.217 50.720 199.2966 17 0.1176 3.8603 2.1288 0.5373 1.0000 0.2484 9.2727 4.0909 -3 8 5 4.475 0 0 3 3 0 1 0 0 0 2 0 0 0 1 0 0 0 0 1 0
674 0.4672 0.0008 67.997 28.146 39.852 206.4765 25 0.0800 3.7442 3.1784 0.4896 1.0000 0.1419 18.9286 4.2143 -3 9 8 6.038 0 0 3 3 0 1 0 1 0 2 0 0 0 2 0 0 0 0 2 0
675 -0.1355 0.0006 183.227 78.163 105.064 605.4328 25 0.4000 4.1895 5.3073 0.4534 6.0000 0.3199 37.2857 3.9286 3 6 2 12.468 0 1 0 0 0 0 0 1 2 1 4 0 0 0 1 2 1 0 0 1
676 0.0765 0.0004 91.061 36.717 54.343 367.4985 17 0.3529 4.0823 4.6178 0.5885 4.0000 0.5254 31.0000 5.8889 3 6 2 9.182 0 1 0 0 0 0 1 0 0 1 1 3 0 1 0 0 0 1 0 0
677 0.4234 0.0032 77.412 29.106 48.305 268.1802 29 0.1034 3.8337 3.0874 0.4941 2.0000 0.5128 15.5385 4.0000 -3 8 9 6.082 0 0 3 3 0 1 0 1 0 2 0 0 0 2 0 0 0 0 1 0
678 0.2038 0.0110 76.616 24.688 51.928 189.9158 23 0.3913 3.7054 2.2620 0.4728 7.5556 0.2395 58.8889 5.6667 2 7 3 8.169 0 0 0 0 0 0 0 0 2 1 0 0 0 1 0 1 0 2 2 0
679 0.2205 0.9306 253.984 105.446 148.538 899.5109 73 0.4110 3.8414 7.3751 0.4850 18.2000 0.5427 22.2273 4.7273 1 13 12 19.072 2 3 0 1 0 0 4 1 1 1 3 2 1 0 0 0 0 0 2 1
680 0.0478 0.0787 283.406 125.781 157.625 1060.4149 100 0.3700 3.9662 6.2342 0.4861 21.0270 0.4881 31.6522 3.6957 -3 10 12 15.289 1 0 0 1 3 0 3 4 1 0 3 0 0 1 0 2 0 1 2 1
681 0.3525 0.1336 135.351 50.580 84.771 551.3365 58 0.3448 3.9966 4.5771 0.4894 10.8000 0.4952 32.6842 4.0526 0 10 10 13.232 1 0 0 1 2 0 1 3 1 0 1 1 0 1 0 2 0 2 2 1
682 0.2458 0.5559 191.787 61.383 130.404 731.7034 91 0.5275 4.0885 5.3720 0.5014 36.5000 0.5304 9.0455 3.4091 -1 11 8 13.098 0 0 3 1 2 0 1 2 1 0 0 0 3 1 3 2 2 0 1 0
683 0.3945 0.4595 93.716 52.656 41.059 320.3011 79 0.6582 3.8595 3.3581 0.5495 49.4231 0.1985 28.5000 5.6667 -1 11 7 8.952 0 1 1 2 0 0 1 0 1 0 0 0 0 1 0 0 0 3 2 0
684 0.2200 0.7959 222.773 63.703 159.070 934.0739 105 0.5524 4.0548 6.0009 0.5150 49.8966 0.5108 35.3333 4.4000 2 14 15 12.879 3 3 0 1 1 2 1 0 0 1 2 1 2 2 1 1 3 0 2 4
685 0.0938 0.7480 218.316 59.483 158.833 824.4009 77 0.7532 4.1520 5.1034 0.4764 51.8966 0.5940 38.4167 4.4583 3 10 10 12.356 3 3 0 1 1 0 0 0 0 1 2 1 2 1 1 1 2 0 2 3
686 0.5359 0.8535 95.983 35.602 60.381 448.3528 85 0.3529 3.9584 4.8227 0.4820 21.5333 0.2464 36.0000 4.0870 1 8 10 12.200 2 1 0 1 0 3 0 4 1 0 1 0 1 4 1 0 0 1 1 2
687 0.2117 0.8579 241.754 67.856 173.898 981.9567 103 0.6214 3.8996 6.7180 0.4289 37.7500 0.4792 32.6552 4.0345 -1 12 9 16.458 3 0 2 1 0 1 3 3 0 0 7 3 0 2 0 0 1 0 1 2
688 0.2596 0.8008 241.101 93.770 147.331 934.5891 133 0.4511 4.0515 7.2035 0.5495 33.0667 0.2178 21.8929 4.0357 -1 13 18 19.582 1 2 1 2 0 3 1 4 0 0 1 0 1 4 2 1 1 1 1 2
689 0.0538 0.6258 288.824 143.433 145.390 994.0195 84 0.5357 4.0664 7.1362 0.5056 33.8222 0.3543 28.1250 3.8750 -1 10 10 20.075 1 1 2 2 1 0 1 2 0 1 3 1 0 1 1 1 1 0 1 4
690 0.1423 0.7265 276.170 117.971 158.199 1085.2622 162 0.4815 3.9808 6.7837 0.5257 54.5897 0.2671 33.8966 4.3448 0 18 17 16.431 0 1 1 1 0 1 1 5 1 1 2 0 0 3 0 3 2 2 5 0
691 0.1049 0.3189 274.599 117.608 156.992 1065.7362 121 0.4298 4.0843 6.8807 0.4542 45.9615 0.5603 32.8800 4.0000 3 9 9 17.957 1 2 0 0 0 1 1 6 0 0 3 2 0 4 0 2 0 0 1 2
692 0.1307 0.0003 45.784 20.424 25.360 107.8513 20 0.2500 3.7174 1.4121 0.5169 4.0000 0.2459 47.2857 5.7143 2 7 4 2.914 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 2 2 0
693 0.1078 0.8710 302.818 132.542 170.276 1015.4257 82 0.4024 4.0168 7.8921 0.4651 26.0000 0.1979 28.6667 4.1429 -3 10 11 20.313 2 1 0 3 0 1 2 1 0 2 4 1 1 0 0 1 0 0 1 1
694 0.3943 0.9024 152.552 38.639 113.913 589.4176 59 0.6610 3.9295 5.5589 0.4289 32.0000 0.7253 13.9545 4.0000 -1 13 6 13.874 1 0 0 2 0 1 3 1 3 0 3 1 1 1 2 1 1 1 0 0
695 -0.0359 0.7135 277.810 77.344 200.466 902.6696 96 0.6979 4.0811 5.9029 0.4906 56.3284 0.4458 31.4783 4.0435 -2 9 8 14.941 3 0 1 3 1 0 2 1 1 1 2 2 0 4 0 0 0 0 0 2
696 0.2530 0.4766 156.666 41.942 114.725 520.4757 46 0.7391 4.1147 4.4870 0.5784 30.9412 0.4996 33.1250 4.1875 -2 7 6 11.134 2 0 0 2 0 1 2 0 1 1 2 1 0 2 0 0 0 0 0 2
697 0.0279 0.3805 234.309 115.961 118.348 718.5930 71 0.3944 3.9875 5.1241 0.4516 26.6429 0.5279 26.4500 3.8500 -5 9 9 13.813 1 0 0 2 0 0 4 2 0 1 4 1 1 1 0 1 1 0 0 1
698 -0.1178 0.4440 326.602 151.496 175.106 1072.7350 95 0.5684 3.9665 7.0673 0.4489 35.1852 0.5800 35.6296 4.0000 -6 11 13 18.050 1 0 1 2 0 0 5 2 0 6 5 1 1 0 0 1 1 0 0 1
699 -0.1088 0.8531 343.300 154.910 188.390 1107.7692 107 0.5888 4.0353 7.5925 0.4477 41.3968 0.5859 25.4444 3.8148 -7 12 10 21.878 1 0 2 2 0 0 6 3 0 3 5 1 1 0 0 0 1 0 0 2
700 -0.1475 0.8273 425.538 185.220 240.318 1440.0016 124 0.5242 4.0282 8.3197 0.4586 41.4769 0.6044 23.8750 3.7812 -5 15 16 25.162 1 0 2 2 0 0 6 4 1 3 6 2 1 0 0 1 1 0 0 2
701 -0.0430 0.5394 310.457 152.258 158.199 1037.7166 87 0.4483 3.9439 6.5972 0.4973 28.2051 0.5709 23.7917 3.8333 -5 11 10 19.058 1 0 0 2 0 0 5 3 0 2 5 2 1 0 0 1 1 0 0 1
702 -0.0123 0.9373 331.183 139.170 192.013 1086.2557 94 0.5957 4.0610 7.8767 0.4501 34.2857 0.4841 25.0000 3.7143 -3 12 11 25.129 2 0 2 1 0 0 5 4 1 2 5 2 1 0 0 0 1 0 0 2
703 -0.1235 0.0003 131.012 44.063 86.949 330.9055 26 0.1923 3.9256 3.4844 0.4747 4.0000 0.5256 39.1000 4.1000 -1 5 5 6.928 1 0 1 1 0 1 0 0 0 0 3 0 0 0 0 0 1 0 1 1
704 0.3092 0.2811 90.741 40.020 50.720 268.3755 31 0.6774 3.9591 2.4473 0.4957 20.0000 0.0000 54.2500 4.5000 2 6 4 5.986 0 0 0 0 0 1 0 0 2 0 2 0 0 1 0 0 2 1 0 3
705 -0.0530 0.0013 155.512 72.186 83.326 475.3123 22 0.3636 4.0013 4.2616 0.5374 7.0000 0.3652 29.0714 4.0714 -1 7 6 8.715 0 0 0 2 0 1 0 3 0 2 1 1 0 1 0 1 0 1 1 0
706 -0.1376 0.4261 383.507 156.888 226.618 1337.9276 126 0.5159 4.0526 7.4046 0.4842 45.8154 0.1933 37.3871 4.5484 3 16 15 16.410 2 2 1 1 0 0 1 3 1 2 3 2 1 3 0 2 1 0 5 1
707 -0.0761 0.9732 557.902 194.168 363.734 2100.8535 214 0.4112 4.0158 11.6907 0.5056 36.7500 0.3373 32.1860 4.5814 2 27 28 31.739 1 1 2 2 0 1 3 2 3 3 2 3 2 3 0 2 3 1 6 3
708 0.0571 0.9147 378.746 108.970 269.776 1197.3192 123 0.5447 4.0048 9.0000 0.4910 36.2090 0.3082 38.0968 4.6774 3 17 19 22.054 1 1 2 1 0 1 1 2 2 2 3 2 2 3 0 1 1 0 5 1
709 -0.0764 0.4049 351.613 205.490 146.123 1380.8716 133 0.4286 4.0695 7.1488 0.4461 40.1404 0.3473 14.0323 4.0645 1 20 20 21.354 2 1 1 3 0 0 3 3 2 0 3 4 0 0 0 1 2 0 3 3
710 -0.0664 0.0534 323.331 163.924 159.407 1139.7864 105 0.3810 4.0753 6.8508 0.4376 31.2000 0.4214 17.9231 4.1923 1 14 11 21.072 2 0 1 2 0 2 3 2 1 1 3 5 0 2 0 0 0 0 0 2
711 -0.1831 0.0341 372.749 166.740 206.009 1360.5686 136 0.4926 4.0574 7.5840 0.4441 46.2687 0.5162 22.3438 3.6562 -1 15 15 19.958 2 0 1 3 0 1 2 5 1 3 2 3 1 1 0 2 1 0 1 3
712 0.0440 0.0201 345.257 184.326 160.931 1367.0079 145 0.3586 4.0705 8.1813 0.4911 30.6154 0.3722 15.9091 4.3030 2 23 19 18.099 2 2 3 3 1 2 2 1 3 1 0 2 2 1 0 2 0 1 3 2
713 0.0551 0.7138 259.095 63.460 195.636 836.5808 92 0.6196 3.9372 5.9805 0.5455 41.2982 0.4239 30.7500 4.0000 1 9 10 13.849 1 0 0 1 0 0 1 3 2 3 0 1 0 3 1 2 0 0 2 0
714 -0.2298 0.6336 423.826 130.709 293.117 1350.7192 120 0.5583 3.9900 8.3291 0.4832 36.4776 0.1810 15.2500 4.4286 -1 12 11 20.874 0 0 2 3 1 1 0 0 0 1 2 2 3 1 7 0 0 1 3 1
715 0.0611 0.9381 207.374 44.107 163.267 554.6608 57 0.7719 3.8403 6.8464 0.4188 27.5455 0.3970 39.1579 4.1579 -3 6 8 17.410 1 0 0 1 2 0 3 1 0 2 5 1 0 0 1 0 0 0 1 1
716 0.5122 0.0027 125.716 62.919 62.797 471.4986 43 0.1860 3.7872 5.7763 0.5195 4.0000 0.7101 -1.7500 4.2500 1 10 6 14.129 0 2 4 0 0 0 2 1 1 0 0 0 0 0 0 0 0 1 0 1
717 0.4808 0.0015 138.135 70.508 67.627 537.0853 43 0.2093 3.8247 5.9071 0.5263 3.5556 0.4857 -1.7500 4.2500 1 10 8 13.612 0 2 4 0 0 0 2 1 1 0 0 0 0 0 0 0 0 1 0 1
718 0.3833 0.8015 116.394 27.030 89.364 546.6215 117 0.5983 3.8405 5.1278 0.4625 57.0286 0.2518 52.4000 3.8000 0 2 12 10.321 2 0 1 0 0 0 0 2 0 0 1 0 0 2 0 0 0 1 0 1
719 0.3581 0.8253 128.585 25.936 102.648 594.9399 127 0.5591 3.8795 5.2717 0.4857 59.9718 0.3575 45.0909 3.7273 0 3 12 10.518 2 0 2 0 0 0 0 2 0 0 1 0 0 2 0 0 0 1 0 1
720 0.4215 0.7613 130.249 21.562 108.687 550.6451 118 0.5508 3.8398 5.1790 0.4632 54.3692 0.3098 45.0909 3.7273 0 3 11 10.115 2 0 2 0 0 0 0 2 0 0 1 0 0 2 0 0 0 1 0 1
721 0.4870 0.8966 125.735 19.463 106.271 582.0333 113 0.6195 3.8468 5.6395 0.4440 48.4571 0.3431 51.3636 3.6364 0 2 9 12.603 3 0 1 0 0 0 0 2 0 0 1 0 0 2 0 0 0 1 0 1
722 0.4466 0.8843 122.459 36.717 85.742 523.8544 112 0.5893 3.9454 5.0627 0.4948 52.3939 0.3741 52.4000 3.8000 0 2 12 11.156 2 0 1 0 0 0 0 2 0 0 1 0 0 2 0 0 0 1 0 1
